NamaPembeli,KelaminInt,Kelamin,MenikahInt,Menikah,TanggunganInt,Tanggungan,PendidikanInt,Pendidikan,PekerjaanInt,Pekerjaan,PendapatanUtamaInt,PendapatanUtama,PemasukanTambahanInt,PemasukanTambahan,JenisPropertiInt,JenisProperti,NUPInt,NUP,BookingFeeInt,BookingFee,BiayaRumahTanah,UangMuka,PeriodeCicilan,RiwayatPinjamanInt,RiwayatPinjaman,PersetujuanPembelianInt,PersetujuanPembelian
Pembeli 265,1,L,0,Tidak,0,0,4,Sarjana,4,Pegawai Swasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,2,Tanah,1,Ya,1,Ya,122000000,30000000,18,0,0,0,Tidak
Pembeli 266,1,L,0,Tidak,0,0,4,Sarjana,3,POLRI-TNI,3,5jt s.d. <10jt,2,1jt s.d. <5jt,2,Tanah,1,Ya,1,Ya,121000000,36000000,18,3,2+,0,Tidak
Pembeli 267,1,L,1,Ya,2,2,5,Pasca Sarjana,4,Pegawai Swasta,2,1jt s.d. <5jt,1,< 1jt,2,Tanah,1,Ya,1,Ya,150000000,12000000,18,1,1,0,Tidak
Pembeli 268,1,L,1,Ya,4,3+,4,Sarjana,3,POLRI-TNI,2,1jt s.d. <5jt,1,< 1jt,1,Rumah,0,Tidak,1,Ya,230000000,93000000,18,3,2+,0,Tidak
Pembeli 269,0,P,0,Tidak,0,0,5,Pasca Sarjana,2,PNS,2,1jt s.d. <5jt,1,< 1jt,2,Tanah,0,Tidak,1,Ya,110000000,38000000,18,1,1,0,Tidak
Pembeli 270,0,P,0,Tidak,1,1,3,SMA,1,Wiraswasta,6,> 30jt,2,1jt s.d. <5jt,1,Rumah,0,Tidak,1,Ya,206000000,81000000,18,2,2,1,Ya
Pembeli 271,0,P,0,Tidak,0,0,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,1,Rumah,1,Ya,1,Ya,242000000,91000000,18,2,2,0,Tidak
Pembeli 272,1,L,1,Ya,0,0,4,Sarjana,4,Pegawai Swasta,2,1jt s.d. <5jt,2,1jt s.d. <5jt,1,Rumah,0,Tidak,1,Ya,246000000,94000000,18,3,2+,0,Tidak
Pembeli 273,1,L,0,Tidak,0,0,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,1,Ya,1,Ya,102000000,15000000,18,3,2+,0,Tidak
Pembeli 274,1,L,1,Ya,0,0,5,Pasca Sarjana,4,Pegawai Swasta,3,5jt s.d. <10jt,1,< 1jt,2,Tanah,0,Tidak,1,Ya,132000000,41000000,18,2,2,1,Ya
Pembeli 275,1,L,1,Ya,2,2,3,SMA,4,Pegawai Swasta,2,1jt s.d. <5jt,2,1jt s.d. <5jt,2,Tanah,1,Ya,1,Ya,139000000,22000000,18,1,1,0,Tidak
Pembeli 276,1,L,1,Ya,1,1,1,SD,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,0,Tidak,1,Ya,108000000,22000000,18,1,1,0,Tidak
Pembeli 277,1,L,1,Ya,0,0,4,Sarjana,3,POLRI-TNI,4,10jt s.d. <20jt,3,5jt s.d. <10jt,2,Tanah,0,Tidak,1,Ya,121000000,43000000,18,3,2+,1,Ya
Pembeli 278,1,L,1,Ya,0,0,5,Pasca Sarjana,4,Pegawai Swasta,2,1jt s.d. <5jt,2,1jt s.d. <5jt,1,Rumah,1,Ya,1,Ya,212000000,84000000,18,1,1,0,Tidak
Pembeli 279,1,L,1,Ya,0,0,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,0,Tidak,1,Ya,141000000,47000000,18,1,1,0,Tidak
Pembeli 280,0,P,1,Ya,0,0,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,1,Ya,1,Ya,109000000,37000000,18,0,0,0,Tidak
Pembeli 281,1,L,0,Tidak,1,1,1,SD,5,Buruh Lepas,1,< 1jt,0,0,1,Rumah,1,Ya,1,Ya,249000000,78000000,18,2,2,0,Tidak
Pembeli 282,1,L,1,Ya,0,0,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,1,Ya,1,Ya,120000000,22000000,18,1,1,0,Tidak
Pembeli 283,1,L,1,Ya,2,2,4,Sarjana,1,Wiraswasta,5,20jt s.d. <30jt,4,10jt s.d. <20jt,1,Rumah,1,Ya,1,Ya,238000000,89000000,12,3,2+,1,Ya
Pembeli 284,0,P,0,Tidak,0,0,5,Pasca Sarjana,1,Wiraswasta,6,> 30jt,2,1jt s.d. <5jt,1,Rumah,0,Tidak,1,Ya,228000000,63000000,18,0,0,1,Ya
Pembeli 285,1,L,1,Ya,0,0,1,SD,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,1,Ya,1,Ya,110000000,44000000,18,1,1,0,Tidak
Pembeli 286,1,L,0,Tidak,0,0,3,SMA,3,POLRI-TNI,3,5jt s.d. <10jt,1,< 1jt,2,Tanah,1,Ya,1,Ya,127000000,46000000,18,1,1,1,Ya
Pembeli 287,0,P,0,Tidak,0,0,4,Sarjana,3,POLRI-TNI,2,1jt s.d. <5jt,2,1jt s.d. <5jt,2,Tanah,1,Ya,1,Ya,145000000,15000000,18,0,0,0,Tidak
Pembeli 288,1,L,1,Ya,1,1,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,1,Ya,1,Ya,127000000,44000000,18,0,0,0,Tidak
Pembeli 289,0,P,0,Tidak,0,0,1,SD,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,1,Ya,1,Ya,113000000,39000000,18,0,0,0,Tidak
Pembeli 290,1,L,0,Tidak,0,0,1,SD,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,1,Ya,1,Ya,142000000,41000000,18,3,2+,0,Tidak
Pembeli 291,1,L,1,Ya,1,1,4,Sarjana,4,Pegawai Swasta,3,5jt s.d. <10jt,1,< 1jt,2,Tanah,1,Ya,1,Ya,132000000,36000000,18,0,0,1,Ya
Pembeli 292,1,L,1,Ya,2,2,2,SMP,1,Wiraswasta,6,> 30jt,2,1jt s.d. <5jt,2,Tanah,0,Tidak,1,Ya,108000000,16000000,18,3,2+,1,Ya
Pembeli 293,1,L,1,Ya,2,2,3,SMA,3,POLRI-TNI,2,1jt s.d. <5jt,2,1jt s.d. <5jt,1,Rumah,1,Ya,1,Ya,247000000,63000000,18,1,1,0,Tidak
Pembeli 294,0,P,0,Tidak,0,0,5,Pasca Sarjana,2,PNS,3,5jt s.d. <10jt,2,1jt s.d. <5jt,1,Rumah,0,Tidak,1,Ya,225000000,65000000,24,1,1,1,Ya
Pembeli 295,1,L,1,Ya,1,1,4,Sarjana,1,Wiraswasta,5,20jt s.d. <30jt,3,5jt s.d. <10jt,2,Tanah,1,Ya,1,Ya,145000000,43000000,18,1,1,1,Ya
Pembeli 296,1,L,1,Ya,4,3+,3,SMA,4,Pegawai Swasta,2,1jt s.d. <5jt,2,1jt s.d. <5jt,1,Rumah,1,Ya,1,Ya,196000000,83000000,18,2,2,0,Tidak
Pembeli 297,1,L,1,Ya,1,1,4,Sarjana,2,PNS,2,1jt s.d. <5jt,3,5jt s.d. <10jt,2,Tanah,0,Tidak,1,Ya,125000000,50000000,18,3,2+,0,Tidak
Pembeli 298,0,P,1,Ya,1,1,3,SMA,3,POLRI-TNI,4,10jt s.d. <20jt,3,5jt s.d. <10jt,1,Rumah,1,Ya,1,Ya,207000000,87000000,18,1,1,1,Ya
Pembeli 299,0,P,0,Tidak,0,0,4,Sarjana,3,POLRI-TNI,4,10jt s.d. <20jt,1,< 1jt,2,Tanah,0,Tidak,1,Ya,149000000,43000000,24,2,2,1,Ya
Pembeli 300,1,L,1,Ya,1,1,3,SMA,4,Pegawai Swasta,3,5jt s.d. <10jt,1,< 1jt,1,Rumah,0,Tidak,1,Ya,219000000,56000000,18,0,0,1,Ya
Pembeli 301,1,L,1,Ya,0,0,5,Pasca Sarjana,2,PNS,2,1jt s.d. <5jt,1,< 1jt,1,Rumah,1,Ya,1,Ya,191000000,73000000,18,3,2+,0,Tidak
Pembeli 302,1,L,1,Ya,2,2,3,SMA,4,Pegawai Swasta,2,1jt s.d. <5jt,1,< 1jt,2,Tanah,0,Tidak,1,Ya,123000000,45000000,18,1,1,0,Tidak
Pembeli 303,0,P,0,Tidak,0,0,4,Sarjana,3,POLRI-TNI,3,5jt s.d. <10jt,2,1jt s.d. <5jt,2,Tanah,1,Ya,1,Ya,106000000,12000000,18,3,2+,1,Ya
Pembeli 304,1,L,1,Ya,1,1,4,Sarjana,2,PNS,2,1jt s.d. <5jt,2,1jt s.d. <5jt,1,Rumah,0,Tidak,1,Ya,193000000,84000000,18,1,1,0,Tidak
Pembeli 305,1,L,0,Tidak,0,0,4,Sarjana,3,POLRI-TNI,2,1jt s.d. <5jt,2,1jt s.d. <5jt,2,Tanah,1,Ya,1,Ya,123000000,24000000,18,2,2,0,Tidak
Pembeli 306,1,L,0,Tidak,0,0,2,SMP,1,Wiraswasta,5,20jt s.d. <30jt,4,10jt s.d. <20jt,1,Rumah,0,Tidak,1,Ya,228000000,61000000,18,1,1,1,Ya
Pembeli 307,0,P,0,Tidak,0,0,5,Pasca Sarjana,1,Wiraswasta,5,20jt s.d. <30jt,3,5jt s.d. <10jt,2,Tanah,1,Ya,1,Ya,142000000,20000000,18,3,2+,1,Ya
Pembeli 308,0,P,0,Tidak,0,0,4,Sarjana,2,PNS,3,5jt s.d. <10jt,2,1jt s.d. <5jt,1,Rumah,0,Tidak,1,Ya,247000000,56000000,18,1,1,1,Ya
Pembeli 309,1,L,0,Tidak,0,0,4,Sarjana,3,POLRI-TNI,2,1jt s.d. <5jt,2,1jt s.d. <5jt,2,Tanah,0,Tidak,1,Ya,104000000,49000000,18,3,2+,0,Tidak
Pembeli 310,1,L,1,Ya,2,2,3,SMA,2,PNS,3,5jt s.d. <10jt,1,< 1jt,2,Tanah,1,Ya,1,Ya,136000000,14000000,18,0,0,1,Ya
Pembeli 311,0,P,0,Tidak,0,0,4,Sarjana,2,PNS,4,10jt s.d. <20jt,3,5jt s.d. <10jt,2,Tanah,0,Tidak,1,Ya,122000000,44000000,18,0,0,1,Ya
Pembeli 312,1,L,0,Tidak,0,0,4,Sarjana,2,PNS,2,1jt s.d. <5jt,1,< 1jt,2,Tanah,1,Ya,1,Ya,111000000,47000000,18,3,2+,0,Tidak
Pembeli 313,0,P,0,Tidak,0,0,1,SD,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,1,Ya,1,Ya,106000000,32000000,18,1,1,0,Tidak
Pembeli 314,1,L,1,Ya,2,2,3,SMA,4,Pegawai Swasta,3,5jt s.d. <10jt,1,< 1jt,2,Tanah,0,Tidak,1,Ya,129000000,18000000,12,0,0,1,Ya
Pembeli 315,0,P,1,Ya,0,0,3,SMA,3,POLRI-TNI,2,1jt s.d. <5jt,2,1jt s.d. <5jt,2,Tanah,0,Tidak,1,Ya,141000000,44000000,18,3,2+,0,Tidak
Pembeli 316,1,L,1,Ya,1,1,5,Pasca Sarjana,1,Wiraswasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,1,Rumah,1,Ya,1,Ya,195000000,82000000,12,2,2,1,Ya
Pembeli 317,1,L,1,Ya,2,2,5,Pasca Sarjana,2,PNS,3,5jt s.d. <10jt,2,1jt s.d. <5jt,2,Tanah,0,Tidak,1,Ya,148000000,33000000,18,1,1,1,Ya
Pembeli 318,1,L,1,Ya,0,0,1,SD,5,Buruh Lepas,1,< 1jt,0,0,1,Rumah,1,Ya,1,Ya,180000000,58000000,18,0,0,0,Tidak
Pembeli 319,0,P,0,Tidak,1,1,3,SMA,1,Wiraswasta,5,20jt s.d. <30jt,4,10jt s.d. <20jt,2,Tanah,0,Tidak,1,Ya,146000000,41000000,18,1,1,1,Ya
Pembeli 320,1,L,1,Ya,1,1,1,SD,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,1,Ya,1,Ya,123000000,17000000,18,0,0,0,Tidak
Pembeli 321,1,L,1,Ya,0,0,3,SMA,4,Pegawai Swasta,2,1jt s.d. <5jt,2,1jt s.d. <5jt,2,Tanah,1,Ya,1,Ya,107000000,17000000,18,0,0,0,Tidak
Pembeli 322,1,L,1,Ya,4,3+,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,0,Tidak,1,Ya,148000000,34000000,18,3,2+,0,Tidak
Pembeli 323,1,L,1,Ya,2,2,3,SMA,2,PNS,2,1jt s.d. <5jt,3,5jt s.d. <10jt,2,Tanah,1,Ya,1,Ya,133000000,49000000,18,2,2,0,Tidak
Pembeli 324,0,P,0,Tidak,0,0,2,SMP,1,Wiraswasta,4,10jt s.d. <20jt,4,10jt s.d. <20jt,2,Tanah,1,Ya,1,Ya,148000000,45000000,18,1,1,1,Ya
Pembeli 325,1,L,1,Ya,4,3+,4,Sarjana,4,Pegawai Swasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,2,Tanah,1,Ya,1,Ya,146000000,49000000,18,1,1,1,Ya
Pembeli 326,1,L,1,Ya,1,1,2,SMP,1,Wiraswasta,6,> 30jt,4,10jt s.d. <20jt,2,Tanah,1,Ya,1,Ya,103000000,45000000,18,1,1,1,Ya
Pembeli 327,1,L,0,Tidak,0,0,5,Pasca Sarjana,4,Pegawai Swasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,2,Tanah,0,Tidak,1,Ya,101000000,22000000,18,3,2+,1,Ya
Pembeli 328,1,L,1,Ya,1,1,5,Pasca Sarjana,4,Pegawai Swasta,3,5jt s.d. <10jt,1,< 1jt,2,Tanah,1,Ya,1,Ya,101000000,28000000,18,1,1,1,Ya
Pembeli 329,0,P,1,Ya,1,1,3,SMA,3,POLRI-TNI,4,10jt s.d. <20jt,2,1jt s.d. <5jt,1,Rumah,1,Ya,1,Ya,183000000,68000000,18,2,2,1,Ya
Pembeli 330,0,P,0,Tidak,0,0,4,Sarjana,4,Pegawai Swasta,3,5jt s.d. <10jt,1,< 1jt,1,Rumah,1,Ya,1,Ya,189000000,75000000,18,0,0,1,Ya
Pembeli 331,1,L,0,Tidak,1,1,4,Sarjana,4,Pegawai Swasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,1,Rumah,0,Tidak,1,Ya,191000000,77000000,18,1,1,1,Ya
Pembeli 332,1,L,0,Tidak,0,0,4,Sarjana,2,PNS,4,10jt s.d. <20jt,3,5jt s.d. <10jt,2,Tanah,1,Ya,1,Ya,103000000,45000000,18,1,1,1,Ya
Pembeli 333,1,L,0,Tidak,0,0,5,Pasca Sarjana,1,Wiraswasta,5,20jt s.d. <30jt,2,1jt s.d. <5jt,1,Rumah,1,Ya,1,Ya,187000000,93000000,18,3,2+,1,Ya
Pembeli 334,1,L,1,Ya,0,0,3,SMA,4,Pegawai Swasta,2,1jt s.d. <5jt,1,< 1jt,1,Rumah,0,Tidak,1,Ya,185000000,80000000,12,1,1,0,Tidak
Pembeli 335,1,L,1,Ya,1,1,5,Pasca Sarjana,2,PNS,4,10jt s.d. <20jt,1,< 1jt,1,Rumah,1,Ya,1,Ya,245000000,89000000,12,0,0,1,Ya
Pembeli 336,1,L,1,Ya,2,2,1,SD,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,0,Tidak,1,Ya,113000000,38000000,12,3,2+,0,Tidak
Pembeli 337,1,L,1,Ya,1,1,3,SMA,3,POLRI-TNI,2,1jt s.d. <5jt,1,< 1jt,2,Tanah,0,Tidak,1,Ya,138000000,36000000,18,1,1,0,Tidak
Pembeli 338,1,L,1,Ya,2,2,5,Pasca Sarjana,4,Pegawai Swasta,2,1jt s.d. <5jt,1,< 1jt,2,Tanah,1,Ya,1,Ya,146000000,15000000,18,0,0,0,Tidak
Pembeli 339,0,P,0,Tidak,4,3+,4,Sarjana,3,POLRI-TNI,3,5jt s.d. <10jt,1,< 1jt,1,Rumah,0,Tidak,1,Ya,234000000,93000000,18,2,2,1,Ya
Pembeli 340,0,P,0,Tidak,0,0,2,SMP,1,Wiraswasta,4,10jt s.d. <20jt,3,5jt s.d. <10jt,2,Tanah,1,Ya,1,Ya,145000000,33000000,18,2,2,1,Ya
Pembeli 341,1,L,1,Ya,4,3+,4,Sarjana,3,POLRI-TNI,4,10jt s.d. <20jt,1,< 1jt,2,Tanah,1,Ya,1,Ya,115000000,10000000,18,1,1,1,Ya
Pembeli 342,0,P,0,Tidak,0,0,4,Sarjana,4,Pegawai Swasta,2,1jt s.d. <5jt,2,1jt s.d. <5jt,2,Tanah,1,Ya,1,Ya,124000000,11000000,18,2,2,0,Tidak
Pembeli 343,1,L,1,Ya,1,1,2,SMP,1,Wiraswasta,4,10jt s.d. <20jt,2,1jt s.d. <5jt,1,Rumah,1,Ya,1,Ya,224000000,60000000,18,2,2,1,Ya
Pembeli 344,1,L,1,Ya,4,3+,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,0,Tidak,1,Ya,146000000,40000000,18,2,2,0,Tidak
Pembeli 345,1,L,1,Ya,2,2,2,SMP,1,Wiraswasta,4,10jt s.d. <20jt,4,10jt s.d. <20jt,2,Tanah,1,Ya,1,Ya,150000000,17000000,18,0,0,1,Ya
Pembeli 346,1,L,1,Ya,1,1,5,Pasca Sarjana,1,Wiraswasta,4,10jt s.d. <20jt,3,5jt s.d. <10jt,2,Tanah,0,Tidak,1,Ya,125000000,17000000,18,2,2,1,Ya
Pembeli 347,1,L,1,Ya,3,3,4,Sarjana,2,PNS,4,10jt s.d. <20jt,3,5jt s.d. <10jt,2,Tanah,1,Ya,1,Ya,111000000,43000000,18,2,2,1,Ya
Pembeli 348,1,L,1,Ya,2,2,1,SD,5,Buruh Lepas,1,< 1jt,0,0,1,Rumah,1,Ya,1,Ya,192000000,50000000,18,2,2,0,Tidak
Pembeli 349,1,L,1,Ya,0,0,5,Pasca Sarjana,2,PNS,3,5jt s.d. <10jt,3,5jt s.d. <10jt,2,Tanah,1,Ya,1,Ya,116000000,14000000,18,0,0,1,Ya
Pembeli 350,1,L,1,Ya,0,0,3,SMA,1,Wiraswasta,3,5jt s.d. <10jt,3,5jt s.d. <10jt,2,Tanah,1,Ya,1,Ya,123000000,35000000,18,0,0,1,Ya
Pembeli 351,1,L,1,Ya,0,0,4,Sarjana,4,Pegawai Swasta,3,5jt s.d. <10jt,1,< 1jt,2,Tanah,1,Ya,1,Ya,125000000,14000000,18,1,1,1,Ya
Pembeli 352,1,L,0,Tidak,0,0,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,1,Ya,1,Ya,148000000,48000000,18,1,1,0,Tidak
Pembeli 353,1,L,1,Ya,4,3+,3,SMA,2,PNS,2,1jt s.d. <5jt,2,1jt s.d. <5jt,2,Tanah,0,Tidak,1,Ya,147000000,16000000,18,3,2+,0,Tidak
Pembeli 354,0,P,1,Ya,0,0,4,Sarjana,2,PNS,4,10jt s.d. <20jt,1,< 1jt,2,Tanah,1,Ya,1,Ya,147000000,32000000,18,2,2,1,Ya
Pembeli 355,0,P,1,Ya,0,0,5,Pasca Sarjana,2,PNS,4,10jt s.d. <20jt,3,5jt s.d. <10jt,2,Tanah,0,Tidak,1,Ya,126000000,25000000,18,1,1,1,Ya
Pembeli 356,0,P,0,Tidak,0,0,5,Pasca Sarjana,2,PNS,3,5jt s.d. <10jt,1,< 1jt,1,Rumah,0,Tidak,1,Ya,241000000,50000000,12,0,0,1,Ya
Pembeli 357,1,L,1,Ya,2,2,1,SD,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,1,Ya,1,Ya,113000000,35000000,18,1,1,0,Tidak
Pembeli 358,1,L,1,Ya,1,1,3,SMA,4,Pegawai Swasta,2,1jt s.d. <5jt,2,1jt s.d. <5jt,1,Rumah,1,Ya,1,Ya,182000000,98000000,18,0,0,1,Ya
Pembeli 359,1,L,1,Ya,1,1,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,1,Rumah,0,Tidak,1,Ya,214000000,94000000,24,1,1,0,Tidak
Pembeli 360,1,L,1,Ya,4,3+,1,SD,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,1,Ya,1,Ya,117000000,33000000,18,0,0,0,Tidak
Pembeli 361,0,P,0,Tidak,1,1,4,Sarjana,2,PNS,3,5jt s.d. <10jt,3,5jt s.d. <10jt,2,Tanah,1,Ya,1,Ya,100000000,24000000,18,1,1,1,Ya
Pembeli 362,1,L,1,Ya,2,2,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,1,Ya,1,Ya,145000000,12000000,18,0,0,0,Tidak
Pembeli 363,1,L,1,Ya,2,2,3,SMA,4,Pegawai Swasta,3,5jt s.d. <10jt,1,< 1jt,1,Rumah,1,Ya,1,Ya,233000000,59000000,18,0,0,1,Ya
Pembeli 364,1,L,1,Ya,3,3,3,SMA,1,Wiraswasta,5,20jt s.d. <30jt,2,1jt s.d. <5jt,1,Rumah,1,Ya,1,Ya,240000000,67000000,18,0,0,1,Ya
Pembeli 365,1,L,0,Tidak,0,0,2,SMP,1,Wiraswasta,6,> 30jt,4,10jt s.d. <20jt,2,Tanah,0,Tidak,1,Ya,134000000,31000000,18,1,1,1,Ya
Pembeli 366,1,L,0,Tidak,0,0,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,1,Ya,1,Ya,120000000,15000000,18,1,1,0,Tidak
Pembeli 367,1,L,0,Tidak,0,0,3,SMA,2,PNS,4,10jt s.d. <20jt,1,< 1jt,2,Tanah,0,Tidak,1,Ya,133000000,44000000,24,3,2+,1,Ya
Pembeli 368,1,L,0,Tidak,0,0,3,SMA,2,PNS,4,10jt s.d. <20jt,2,1jt s.d. <5jt,2,Tanah,1,Ya,1,Ya,125000000,44000000,18,1,1,1,Ya
Pembeli 369,1,L,1,Ya,1,1,4,Sarjana,1,Wiraswasta,6,> 30jt,4,10jt s.d. <20jt,2,Tanah,0,Tidak,1,Ya,132000000,18000000,18,0,0,1,Ya
Pembeli 370,1,L,1,Ya,3,3,5,Pasca Sarjana,2,PNS,4,10jt s.d. <20jt,2,1jt s.d. <5jt,2,Tanah,0,Tidak,1,Ya,130000000,28000000,18,2,2,1,Ya
Pembeli 371,0,P,0,Tidak,0,0,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,0,Tidak,1,Ya,131000000,31000000,18,3,2+,0,Tidak
Pembeli 372,1,L,1,Ya,2,2,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,1,Ya,1,Ya,101000000,42000000,18,1,1,0,Tidak
Pembeli 373,1,L,1,Ya,2,2,5,Pasca Sarjana,2,PNS,4,10jt s.d. <20jt,2,1jt s.d. <5jt,2,Tanah,1,Ya,1,Ya,142000000,28000000,18,1,1,1,Ya
Pembeli 374,1,L,0,Tidak,0,0,5,Pasca Sarjana,2,PNS,3,5jt s.d. <10jt,2,1jt s.d. <5jt,1,Rumah,0,Tidak,1,Ya,250000000,80000000,12,0,0,1,Ya
Pembeli 375,0,P,0,Tidak,0,0,5,Pasca Sarjana,2,PNS,3,5jt s.d. <10jt,1,< 1jt,1,Rumah,1,Ya,1,Ya,186000000,86000000,18,0,0,1,Ya
Pembeli 376,1,L,1,Ya,2,2,5,Pasca Sarjana,1,Wiraswasta,4,10jt s.d. <20jt,3,5jt s.d. <10jt,1,Rumah,0,Tidak,1,Ya,199000000,54000000,12,2,2,1,Ya
Pembeli 377,1,L,1,Ya,4,3+,3,SMA,3,POLRI-TNI,2,1jt s.d. <5jt,3,5jt s.d. <10jt,2,Tanah,1,Ya,1,Ya,119000000,30000000,18,3,2+,0,Tidak
Pembeli 378,1,L,1,Ya,4,3+,4,Sarjana,3,POLRI-TNI,4,10jt s.d. <20jt,3,5jt s.d. <10jt,2,Tanah,1,Ya,1,Ya,130000000,22000000,18,0,0,1,Ya
Pembeli 379,1,L,0,Tidak,0,0,4,Sarjana,4,Pegawai Swasta,3,5jt s.d. <10jt,1,< 1jt,1,Rumah,0,Tidak,1,Ya,239000000,75000000,24,2,2,1,Ya
Pembeli 380,1,L,1,Ya,2,2,4,Sarjana,4,Pegawai Swasta,3,5jt s.d. <10jt,1,< 1jt,1,Rumah,0,Tidak,1,Ya,189000000,95000000,18,2,2,1,Ya
Pembeli 381,1,L,1,Ya,1,1,3,SMA,4,Pegawai Swasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,2,Tanah,1,Ya,1,Ya,125000000,42000000,18,3,2+,1,Ya
Pembeli 382,1,L,0,Tidak,0,0,4,Sarjana,4,Pegawai Swasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,2,Tanah,0,Tidak,1,Ya,122000000,25000000,18,0,0,1,Ya
Pembeli 383,0,P,0,Tidak,0,0,3,SMA,2,PNS,4,10jt s.d. <20jt,1,< 1jt,1,Rumah,1,Ya,1,Ya,213000000,93000000,18,3,2+,1,Ya
Pembeli 384,1,L,0,Tidak,0,0,3,SMA,4,Pegawai Swasta,3,5jt s.d. <10jt,1,< 1jt,1,Rumah,1,Ya,1,Ya,199000000,55000000,18,2,2,1,Ya
Pembeli 385,1,L,1,Ya,2,2,3,SMA,4,Pegawai Swasta,2,1jt s.d. <5jt,1,< 1jt,1,Rumah,0,Tidak,1,Ya,184000000,94000000,18,1,1,0,Tidak
Pembeli 386,1,L,0,Tidak,0,0,3,SMA,1,Wiraswasta,4,10jt s.d. <20jt,2,1jt s.d. <5jt,1,Rumah,1,Ya,1,Ya,221000000,82000000,12,2,2,1,Ya
Pembeli 387,1,L,0,Tidak,0,0,3,SMA,3,POLRI-TNI,2,1jt s.d. <5jt,2,1jt s.d. <5jt,2,Tanah,1,Ya,1,Ya,132000000,47000000,18,0,0,0,Tidak
Pembeli 388,1,L,1,Ya,1,1,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,1,Rumah,0,Tidak,1,Ya,220000000,64000000,18,2,2,0,Tidak
Pembeli 389,1,L,1,Ya,1,1,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,1,Rumah,0,Tidak,1,Ya,221000000,75000000,18,2,2,0,Tidak
Pembeli 390,1,L,1,Ya,1,1,4,Sarjana,2,PNS,4,10jt s.d. <20jt,2,1jt s.d. <5jt,2,Tanah,0,Tidak,1,Ya,113000000,31000000,18,1,1,1,Ya
Pembeli 391,1,L,0,Tidak,4,3+,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,0,Tidak,1,Ya,127000000,17000000,18,0,0,0,Tidak
Pembeli 392,1,L,1,Ya,4,3+,3,SMA,4,Pegawai Swasta,3,5jt s.d. <10jt,2,1jt s.d. <5jt,2,Tanah,0,Tidak,1,Ya,103000000,39000000,18,1,1,1,Ya
Pembeli 393,1,L,1,Ya,2,2,2,SMP,5,Buruh Lepas,1,< 1jt,0,0,1,Rumah,1,Ya,1,Ya,212000000,84000000,18,1,1,0,Tidak
Pembeli 394,1,L,1,Ya,2,2,1,SD,5,Buruh Lepas,1,< 1jt,0,0,2,Tanah,0,Tidak,1,Ya,110000000,24000000,12,0,0,0,Tidak
Pembeli 395,1,L,1,Ya,2,2,2,SMP,1,Wiraswasta,6,> 30jt,3,5jt s.d. <10jt,1,Rumah,1,Ya,1,Ya,245000000,95000000,18,3,2+,1,Ya
Pembeli 396,1,L,1,Ya,2,2,3,SMA,4,Pegawai Swasta,2,1jt s.d. <5jt,2,1jt s.d. <5jt,2,Tanah,1,Ya,1,Ya,141000000,40000000,18,0,0,0,Tidak
Pembeli 397,0,P,0,Tidak,0,0,5,Pasca Sarjana,4,Pegawai Swasta,3,5jt s.d. <10jt,1,< 1jt,1,Rumah,1,Ya,1,Ya,192000000,93000000,18,2,2,1,Ya
Pembeli 398,1,L,1,Ya,4,3+,3,SMA,3,POLRI-TNI,3,5jt s.d. <10jt,1,< 1jt,1,Rumah,0,Tidak,1,Ya,187000000,60000000,18,0,0,1,Ya
